806 2627
730 127 786
124 126 745
370 556 510
512 255 130
294 250 646
581 334 230
28 214 99
498 378 796
534 240 363
506 38 936
800 707 132
601 80 462
301 432 868
490 542 415
400 292 392
449 220 550
663 480 363
305 557 57
543 275 596
515 582 307
31 748 381
415 174 838
483 21 77
655 328 230
234 611 725
525 600 766
1 571 393
350 361 803
278 386 477
90 775 511
525 425 144
722 786 904
632 254 580
488 176 207
413 206 798
532 576 911
502 227 82
428 442 410
138 146 789
50 199 899
536 88 325
773 651 711
137 676 956
472 353 184
425 113 910
195 10 988
131 775 286
504 262 156
804 272 475
758 227 371
471 656 757
729 359 460
87 63 620
397 272 101
411 618 210
10 777 729
477 100 962
644 568 646
715 420 216
25 364 661
550 358 876
756 142 213
401 720 594
734 272 494
685 520 326
433 387 483
359 71 512
789 474 863
458 48 606
203 647 48
776 227 636
269 164 303
633 12 314
447 677 292
25 769 611
787 453 755
333 491 685
526 779 669
202 89 226
777 797 978
444 83 699
545 482 991
642 708 917
120 678 207
11 221 210
71 449 854
767 805 984
238 450 694
400 46 264
583 411 110
678 457 612
194 392 791
158 777 371
548 535 693
40 55 135
51 143 25
539 784 627
206 806 993
64 177 639
31 456 930
299 271 128
241 98 251
668 40 46
351 390 310
255 608 353
249 153 645
179 276 725
364 434 299
209 768 81
96 445 898
19 204 489
777 254 165
774 71 459
412 431 743
268 631 377
343 57 252
585 184 332
646 711 830
735 243 988
240 737 749
346 183 673
115 32 744
346 35 987
745 766 730
499 413 478
159 413 612
424 507 503
182 378 923
462 403 347
398 318 601
488 383 926
352 37 896
592 617 243
372 329 886
297 313 56
759 99 859
615 122 130
145 661 143
578 426 532
333 222 530
423 319 311
508 215 764
533 50 772
259 57 172
461 24 586
366 663 245
215 547 567
435 387 691
394 570 540
647 266 988
704 621 66
128 670 830
622 86 372
636 34 814
4 804 111
624 777 195
360 396 81
233 708 14
547 701 475
572 261 440
400 23 621
600 679 188
70 614 877
669 490 960
471 769 30
587 604 374
620 495 443
803 485 691
135 389 640
395 296 858
392 544 896
462 76 528
738 182 443
109 557 135
139 600 594
551 545 126
341 475 130
368 569 975
581 704 107
504 658 762
706 672 970
103 713 432
35 604 61
706 593 406
61 355 340
102 278 358
673 477 518
791 282 719
705 33 517
697 608 48
617 801 326
134 543 842
317 651 674
115 493 550
278 578 990
601 498 631
727 364 822
440 789 111
276 305 724
278 189 732
168 742 37
101 31 217
563 215 655
459 81 374
619 146 239
360 178 33
723 132 251
311 138 506
209 234 480
172 141 622
657 718 119
354 4 403
414 36 299
666 181 265
571 381 388
148 460 425
723 692 391
320 19 336
31 10 870
623 288 679
391 284 30
550 204 833
226 353 802
532 778 206
519 805 595
204 690 607
661 49 311
562 578 443
226 526 112
537 624 350
395 202 227
278 456 318
47 224 946
285 801 937
676 604 654
470 496 654
244 569 416
187 568 145
569 31 472
435 38 562
397 428 153
27 294 543
189 270 512
571 465 338
236 764 533
26 604 703
70 523 187
368 672 521
128 208 468
502 697 442
541 511 505
269 798 178
571 716 203
475 788 178
772 390 557
756 153 278
546 791 825
317 280 811
64 249 201
130 315 772
716 96 613
564 571 555
394 375 872
639 288 130
403 630 594
402 254 232
457 661 960
642 158 334
173 58 828
234 435 619
586 760 221
459 107 552
468 353 169
114 474 871
162 259 109
647 179 418
754 458 361
431 174 381
122 62 52
525 713 175
162 35 615
174 549 11
202 751 829
476 451 316
369 477 210
63 743 254
750 135 402
371 434 246
661 364 806
56 671 118
438 538 976
524 90 232
757 121 413
753 613 851
371 416 965
475 383 710
170 766 909
337 585 875
673 491 1
519 749 26
165 648 312
665 720 707
267 470 479
528 650 281
553 82 904
424 706 53
109 145 982
371 447 559
168 785 24
238 479 499
191 521 221
40 194 837
177 699 317
223 101 534
79 426 766
15 369 45
399 735 483
549 333 961
501 748 952
433 116 833
750 309 145
339 483 327
474 658 56
318 555 865
5 152 528
577 567 687
88 657 339
635 144 46
240 603 231
364 144 663
450 474 700
43 360 141
187 272 373
104 609 737
562 423 373
42 472 228
280 523 832
238 231 69
229 347 228
334 487 569
89 574 958
670 690 357
652 651 104
701 430 835
566 373 122
43 1 350
428 414 1
450 117 429
785 722 628
479 418 750
751 724 886
694 477 61
695 781 783
209 584 126
199 695 919
282 202 262
413 370 472
271 255 80
205 487 55
598 561 255
405 224 105
117 560 170
753 575 708
503 12 524
258 308 794
420 502 464
500 784 37
602 661 608
726 199 398
653 352 638
325 182 695
151 528 434
167 307 460
548 362 677
454 693 609
300 344 165
294 50 557
168 580 99
247 275 16
423 154 637
378 245 210
115 13 525
715 552 680
657 490 991
422 234 393
190 581 43
725 164 31
206 563 834
185 687 948
104 229 610
82 313 292
308 586 461
394 469 968
368 773 221
72 785 709
729 350 1000
638 722 704
730 599 806
527 208 769
296 217 538
147 785 710
758 541 982
529 27 305
221 77 772
355 241 771
445 647 418
311 454 907
312 799 529
195 696 828
272 767 81
377 181 491
647 689 255
544 282 416
343 350 538
784 406 489
253 326 193
218 360 318
207 194 960
320 514 724
332 532 798
587 558 582
298 645 318
368 780 274
454 594 284
469 740 294
138 452 739
266 86 776
415 455 265
391 567 29
796 461 899
592 156 25
455 699 648
508 618 389
315 191 458
267 117 46
423 730 638
298 693 918
248 230 519
13 464 400
801 598 536
806 457 553
466 656 127
102 138 531
82 80 295
121 146 433
239 351 673
136 38 659
419 418 79
513 213 900
226 802 27
88 17 796
319 476 857
164 255 688
448 533 818
661 556 226
559 452 429
94 567 415
605 198 570
316 585 4
257 176 813
28 608 343
309 630 723
469 340 415
545 172 672
153 413 728
337 243 744
217 551 741
116 558 560
570 625 870
330 379 811
633 751 53
40 334 364
63 201 106
579 600 862
435 233 899
485 350 851
402 256 463
17 709 148
551 539 569
345 574 640
345 652 61
148 757 214
216 238 743
55 289 155
240 18 183
214 388 919
576 402 360
397 693 918
302 202 253
443 159 754
478 278 61
60 762 630
82 221 812
77 416 705
102 599 290
240 713 780
283 398 373
638 431 822
639 662 643
236 281 28
538 781 972
464 22 948
414 667 783
528 4 600
155 36 599
654 330 10
287 665 624
546 718 877
599 73 433
585 89 62
366 644 427
708 291 810
357 298 719
139 83 687
411 242 538
767 542 909
258 657 100
111 445 954
222 160 596
541 580 840
732 71 505
29 641 711
403 732 506
665 444 348
624 157 835
645 528 562
315 86 101
156 753 10
458 694 71
719 763 148
583 536 843
765 658 722
549 383 166
3 803 887
119 317 63
618 525 125
340 228 842
298 561 42
18 164 90
242 233 574
482 776 190
166 19 520
772 694 335
182 610 955
161 756 628
790 425 483
536 16 480
73 339 322
568 148 807
806 103 226
771 433 394
204 428 3
197 524 731
79 43 407
532 650 732
268 764 873
782 206 837
30 449 137
671 330 158
726 633 997
783 608 906
555 671 292
101 536 385
368 571 292
728 604 688
126 28 536
280 264 100
47 397 856
188 5 83
369 326 334
522 1 342
86 749 593
6 518 903
123 349 715
754 697 242
779 113 702
329 280 634
54 251 69
53 144 908
555 149 227
786 616 234
583 407 169
544 182 330
20 480 767
243 566 869
744 778 676
458 234 922
428 448 284
765 214 123
341 226 629
552 88 376
374 309 532
713 743 997
544 11 548
589 617 473
507 40 858
494 145 777
221 804 860
474 257 852
460 166 782
585 729 707
800 141 647
696 70 216
675 772 831
515 14 57
415 30 329
626 419 74
386 435 945
126 358 264
243 266 696
275 655 79
306 354 539
396 722 126
574 705 344
595 92 93
142 126 363
799 782 67
60 534 999
589 264 922
243 26 395
720 765 959
686 604 797
712 431 763
455 512 207
398 178 590
593 746 750
263 552 737
174 762 827
112 536 453
785 480 741
314 358 9
642 348 828
110 714 994
411 159 777
294 394 223
256 613 939
428 545 2
225 490 657
560 27 477
586 684 204
575 603 985
104 575 89
288 771 978
356 421 566
337 637 721
393 796 749
486 746 802
75 764 210
496 797 435
774 298 577
362 276 36
775 599 8
525 787 77
98 79 797
735 348 984
559 353 406
167 482 575
280 108 858
140 401 723
172 748 730
680 345 941
425 752 99
1 157 680
603 736 554
409 692 902
58 278 515
769 280 146
541 164 411
489 653 240
17 554 962
667 207 773
246 165 811
806 100 732
92 350 610
218 591 88
248 179 38
170 290 771
389 432 920
370 511 182
559 605 371
263 534 120
467 441 256
454 110 381
493 631 354
634 483 791
531 615 871
739 482 629
74 368 614
175 113 702
190 757 614
301 365 621
157 539 527
512 712 428
85 585 962
751 539 795
658 409 429
85 163 243
700 447 565
116 391 46
241 269 4
436 336 204
553 168 396
435 550 258
162 458 657
798 289 888
705 783 780
437 323 62
406 275 627
714 761 311
327 339 120
659 60 799
199 175 697
465 510 854
625 357 910
131 26 722
743 631 870
781 474 756
98 28 612
120 513 972
565 657 145
658 55 115
177 267 426
320 696 760
344 648 386
761 325 492
86 546 685
167 761 633
707 545 600
414 614 6
741 781 663
483 490 588
114 775 700
402 240 191
371 600 56
356 88 92
265 532 99
453 586 736
547 127 135
156 291 758
543 523 690
433 54 430
33 225 302
353 524 252
132 450 707
375 670 334
710 59 627
36 25 746
271 519 418
542 181 164
288 584 902
59 460 433
203 195 836
22 497 441
191 545 364
96 269 946
40 318 67
429 184 419
97 239 863
674 170 265
793 435 300
342 444 423
267 349 259
791 688 861
384 745 24
385 69 75
227 40 787
720 492 419
732 646 182
401 105 149
730 740 334
380 693 613
26 390 70
330 459 450
92 752 503
617 735 904
530 739 579
134 187 900
783 190 284
204 201 858
605 717 132
620 389 779
797 695 342
133 561 125
125 682 665
77 674 929
764 180 269
803 645 247
315 656 464
524 664 853
563 644 640
336 625 520
730 720 368
545 160 822
439 765 268
162 676 880
767 140 959
612 496 541
407 729 770
644 48 181
193 397 298
656 522 735
767 153 598
146 734 84
468 719 244
443 380 897
4 600 849
354 346 744
690 377 359
719 273 654
9 592 393
453 574 394
290 318 261
587 609 167
719 391 223
48 233 692
666 50 509
236 283 213
459 164 93
353 79 640
248 252 221
529 519 879
335 202 76
214 222 507
156 265 603
291 785 955
350 491 999
588 107 147
505 243 773
607 413 326
198 254 908
91 703 984
7 217 716
285 558 168
451 403 599
745 31 65
219 524 296
386 613 491
382 156 939
132 51 621
190 125 208
782 586 901
394 2 479
498 14 830
381 367 841
26 409 126
709 640 937
90 145 211
400 155 574
644 687 73
471 787 136
22 218 827
725 220 337
374 334 371
198 377 549
335 318 918
482 213 396
498 116 681
719 786 202
242 587 766
783 581 222
56 652 841
746 688 252
383 444 4
770 577 17
159 469 511
787 581 85
232 532 315
394 44 959
181 249 672
129 117 617
434 286 43
798 226 159
467 351 190
387 47 554
315 664 533
505 788 217
73 322 493
318 434 267
75 331 403
798 732 29
181 225 738
444 525 446
505 100 402
544 569 796
142 389 453
545 193 838
102 688 932
687 782 401
172 601 723
793 129 231
766 230 800
563 21 884
751 611 912
673 135 810
399 713 49
291 360 707
524 393 765
785 257 540
598 347 434
479 551 289
588 772 916
460 470 562
143 737 960
12 205 359
624 215 875
282 635 662
97 732 279
12 183 914
158 28 382
636 227 819
495 628 548
232 62 714
643 476 754
524 83 475
741 503 654
289 281 281
168 792 984
778 317 39
330 302 574
142 165 582
510 518 408
657 408 251
345 216 719
688 697 735
132 268 307
340 8 624
83 14 953
669 168 1000
694 584 304
518 653 59
221 315 458
708 573 120
669 136 888
291 683 552
726 671 651
437 43 317
52 303 547
772 534 463
594 458 127
732 624 71
376 793 151
409 652 794
247 136 691
503 485 118
741 61 694
160 675 604
364 316 964
667 532 572
767 505 791
603 464 149
10 140 635
158 792 240
188 195 766
684 118 846
486 322 443
738 386 410
713 680 801
389 180 198
83 437 132
442 528 955
517 695 373
528 450 534
180 195 347
678 177 904
260 74 903
412 11 814
45 349 218
338 572 819
116 65 557
723 275 685
358 520 983
120 220 816
12 490 690
544 407 704
37 768 832
691 198 276
298 539 76
637 735 824
205 746 584
640 527 973
206 95 357
413 487 260
601 651 157
758 442 949
655 13 746
772 702 818
606 84 918
7 85 255
438 585 81
469 252 476
650 122 223
581 781 800
687 35 418
493 274 882
346 156 218
548 396 671
61 102 741
380 334 229
207 304 219
296 420 639
430 618 820
220 598 95
98 649 901
1 732 322
509 718 363
346 225 868
667 153 369
193 216 903
570 633 15
317 681 269
177 213 191
570 104 367
315 445 484
32 305 289
8 310 213
616 629 528
160 495 95
757 409 173
77 141 879
120 615 746
602 683 502
190 532 95
600 106 216
712 599 409
428 212 178
156 723 926
341 699 533
750 787 675
735 9 843
354 373 22
675 408 729
422 338 367
91 806 602
727 241 528
125 580 307
342 420 362
678 416 981
451 741 172
589 30 653
411 11 755
269 60 167
744 284 504
594 50 705
70 361 307
563 379 822
161 567 102
65 158 128
100 4 13
748 27 147
107 414 325
552 462 146
225 278 775
551 280 132
688 373 586
488 669 242
69 66 439
783 353 594
88 393 1
746 448 383
674 754 634
711 386 605
524 592 685
766 668 134
174 97 384
61 342 513
769 38 540
412 631 367
135 646 882
604 35 234
107 265 376
91 697 705
508 42 463
92 93 625
670 705 532
306 361 509
176 572 41
62 377 976
571 346 506
435 140 417
747 242 419
97 272 973
727 289 824
497 64 962
757 679 784
696 501 343
60 568 265
674 316 935
229 30 900
647 750 466
572 570 610
176 473 156
287 350 718
494 504 402
305 479 225
627 565 240
559 240 399
510 13 614
549 635 783
383 669 284
568 700 306
10 358 559
237 806 669
693 687 14
662 445 377
802 80 576
516 73 670
445 755 961
237 463 483
150 404 670
635 361 421
568 177 801
511 656 524
752 660 70
658 172 760
241 647 71
743 99 860
79 136 259
370 147 875
744 579 813
261 48 350
163 292 560
335 275 473
295 96 508
278 488 565
707 256 937
467 40 761
93 257 790
412 480 142
449 295 763
679 189 920
580 559 15
714 555 70
612 293 920
683 156 416
467 351 847
42 566 831
239 305 132
628 665 95
58 748 591
663 544 565
243 165 527
315 46 508
324 611 224
445 544 330
199 317 771
292 165 612
696 665 845
558 107 683
271 264 631
25 70 927
80 137 63
396 553 277
651 417 60
154 506 290
435 394 927
217 394 203
608 356 209
516 581 888
463 567 14
496 192 659
95 351 963
150 348 244
167 203 275
77 579 102
436 243 148
38 423 838
632 446 642
515 517 232
327 48 684
472 611 35
754 112 66
699 460 118
76 771 638
193 49 525
96 775 620
458 770 991
644 528 146
723 79 256
140 649 670
690 35 74
278 227 892
532 438 608
629 42 164
308 179 768
425 310 22
66 332 214
46 398 982
54 354 27
787 372 391
289 439 216
255 451 565
398 102 961
135 131 644
775 415 894
609 142 928
706 215 760
689 486 281
411 246 962
243 91 403
260 618 901
423 7 406
122 178 598
612 758 778
81 458 242
184 111 535
76 698 923
510 232 213
724 55 113
131 21 107
216 275 859
113 95 784
104 788 165
5 189 881
19 205 575
228 60 349
596 431 571
449 629 372
732 578 890
260 153 85
720 705 670
701 393 366
633 519 33
572 74 661
117 801 496
664 165 200
362 314 657
95 361 211
403 377 268
266 37 246
211 118 150
783 612 335
203 302 440
751 715 785
739 79 372
196 197 602
203 641 303
483 671 354
346 162 712
609 272 804
543 419 665
720 443 851
430 286 681
265 700 366
161 411 138
209 548 486
260 294 879
308 316 315
410 393 646
491 646 908
120 540 338
143 434 566
652 18 570
95 182 177
803 470 668
734 663 308
756 383 590
55 728 779
747 70 886
274 756 30
498 520 457
384 516 961
676 371 414
44 722 747
795 137 70
629 385 283
203 473 522
662 471 614
128 755 378
703 727 47
324 744 455
783 417 720
687 52 479
550 732 270
541 542 914
795 392 880
558 246 749
128 684 903
457 694 897
448 568 498
116 213 740
20 587 375
583 90 342
113 171 602
744 724 370
755 283 143
209 311 486
501 564 41
438 475 514
240 572 291
666 189 159
501 687 980
492 217 325
456 371 749
782 12 102
187 552 642
363 724 577
549 694 892
629 281 916
539 276 352
403 421 393
435 226 95
585 715 501
19 89 206
156 585 963
96 454 883
564 282 72
406 380 628
344 316 394
296 217 364
404 768 643
448 186 717
472 743 428
297 511 138
735 163 151
469 112 66
401 316 87
287 590 983
217 339 56
315 453 695
227 796 16
472 217 825
483 474 857
251 32 618
619 473 783
292 446 133
692 369 343
202 84 656
396 408 209
546 136 736
41 674 113
605 345 183
420 271 285
26 65 984
563 661 903
90 148 434
40 471 508
58 323 842
508 662 719
755 170 792
624 783 563
510 391 328
325 187 97
74 334 847
692 796 952
149 614 930
50 184 162
166 715 369
349 709 343
112 178 481
306 571 95
149 730 761
219 748 906
562 38 667
573 609 433
474 682 664
583 4 482
128 506 716
183 421 851
432 245 718
589 284 54
44 1 415
780 181 178
684 652 57
497 595 935
53 680 324
401 723 970
35 681 85
489 459 541
686 724 719
720 780 226
259 489 671
310 547 396
589 57 439
247 400 80
59 212 736
24 459 178
578 171 83
556 358 925
203 452 619
88 55 184
511 310 867
106 715 40
768 123 683
596 42 188
151 65 944
595 334 53
506 791 546
5 721 613
610 75 651
688 442 655
595 643 722
580 161 254
802 487 9
31 730 481
586 395 667
522 656 539
533 69 176
63 481 950
148 106 223
628 63 410
333 60 602
420 415 826
686 125 43
30 717 445
774 240 1
547 253 527
266 206 664
741 112 672
336 407 883
793 170 530
450 655 588
402 328 54
523 237 585
446 293 952
709 564 628
167 579 842
604 398 36
270 66 510
104 60 403
459 721 727
501 21 797
134 587 175
148 780 882
589 212 106
687 758 37
284 581 834
582 595 304
398 769 557
688 162 306
6 390 801
552 740 141
547 653 664
644 257 46
671 232 276
435 512 854
406 213 176
781 208 151
598 758 346
258 571 59
526 217 305
265 491 853
590 466 895
375 203 777
64 286 107
611 481 759
285 581 123
102 173 819
618 132 440
282 529 494
37 122 664
331 302 788
755 310 577
415 122 704
69 147 971
160 790 912
530 383 497
420 173 214
566 128 944
592 553 230
613 484 522
527 685 641
447 268 56
55 375 861
346 745 53
122 368 316
217 404 289
609 163 907
684 666 374
83 328 98
579 195 151
302 237 495
667 399 112
397 466 160
439 79 752
466 22 28
194 544 365
640 271 323
552 183 666
252 409 455
57 149 730
638 226 681
102 587 964
405 295 96
90 243 450
9 425 532
227 106 833
200 174 495
570 250 524
241 390 289
679 358 400
258 671 232
198 16 52
536 103 411
490 718 718
230 35 808
119 346 417
421 779 334
323 611 288
352 166 681
656 636 347
255 228 368
538 148 717
511 601 257
789 182 535
92 721 195
378 600 263
365 638 232
44 104 410
762 177 790
258 162 828
2 276 819
579 359 532
225 546 295
110 31 311
781 780 95
420 326 398
286 590 896
695 387 717
346 405 215
3 799 990
161 560 174
403 694 827
505 279 394
781 64 640
147 692 491
558 27 362
630 690 928
272 215 797
147 518 295
745 427 495
774 600 782
46 548 487
612 290 363
375 370 314
253 168 116
129 806 713
357 695 835
732 248 736
308 428 791
436 503 693
483 591 510
586 750 641
216 710 906
702 454 445
559 801 255
7 248 357
356 62 593
561 531 808
629 312 280
351 776 641
571 498 227
159 216 217
679 618 533
194 208 140
367 208 860
176 169 262
178 803 280
585 25 96
711 63 801
659 399 794
790 127 410
359 435 7
274 259 317
20 337 507
282 141 908
70 17 417
386 58 195
114 554 251
123 790 72
529 519 35
752 2 622
796 761 858
419 203 764
679 265 911
499 42 594
315 50 820
333 240 333
22 136 58
431 543 827
782 523 296
239 676 151
80 748 441
78 557 207
281 22 196
538 745 538
7 69 732
526 514 445
271 742 985
400 718 67
619 692 55
160 579 24
18 390 887
382 495 939
582 62 557
111 21 846
456 319 97
216 116 629
324 54 771
614 462 653
59 434 143
765 282 503
254 61 564
497 575 210
482 595 916
113 405 518
412 411 512
770 151 689
775 252 842
641 169 420
102 641 17
567 741 498
754 227 432
629 574 14
474 535 701
689 179 3
490 656 62
37 27 898
260 700 895
447 626 544
8 307 22
105 668 197
500 403 879
209 167 563
31 41 132
26 115 527
662 227 122
37 502 809
671 488 924
100 651 48
248 473 5
198 766 744
515 198 710
373 802 291
310 94 781
690 640 89
383 390 145
197 376 678
498 692 31
660 493 165
143 737 295
295 186 564
665 446 764
663 694 53
450 606 522
258 191 227
721 636 158
484 210 677
482 282 821
184 762 926
320 386 375
271 105 945
747 803 532
171 723 945
214 698 32
538 701 977
333 726 278
90 570 454
666 401 327
668 166 257
490 136 230
598 514 489
530 82 567
741 401 271
328 188 781
719 273 103
691 159 383
661 439 8
347 246 288
607 508 917
413 356 398
319 222 706
445 633 618
619 166 667
97 59 719
393 323 641
785 688 726
670 634 392
256 677 145
560 293 913
551 113 562
326 386 816
780 461 517
561 430 325
503 594 737
471 495 389
779 692 261
136 35 541
373 66 866
180 539 149
184 109 846
694 684 124
534 83 72
318 454 884
110 477 306
561 108 9
356 715 947
253 645 524
487 341 629
588 511 780
465 2 804
358 732 185
76 340 429
212 593 277
299 142 14
641 462 130
628 173 386
84 251 885
1 781 719
732 220 209
780 330 374
20 312 323
339 690 81
347 76 866
324 25 268
41 226 891
526 483 327
755 220 9
729 495 241
196 664 957
369 252 578
382 717 837
37 378 37
91 671 21
47 602 289
722 781 836
607 128 12
479 794 1
414 543 641
336 396 803
162 381 149
521 388 89
661 178 887
168 465 923
135 380 599
516 395 717
535 352 838
752 696 75
126 730 282
532 784 739
693 609 923
434 518 173
369 792 166
608 691 353
367 693 668
82 352 282
481 473 676
159 671 325
230 422 984
201 744 677
234 317 398
484 701 403
49 324 126
184 362 478
771 344 892
535 404 891
478 549 238
540 493 395
670 752 739
561 419 430
24 311 631
149 791 533
673 696 746
235 372 62
92 587 134
312 341 899
647 246 518
118 439 538
349 298 633
621 774 596
611 163 395
73 453 996
40 141 650
606 545 695
751 53 489
71 674 202
376 342 951
218 144 421
180 553 8
575 650 776
579 568 965
189 617 257
570 686 629
262 669 591
744 327 150
466 154 42
766 404 792
527 72 501
214 281 295
118 90 931
327 482 661
267 377 439
724 138 630
508 503 744
752 268 755
664 409 157
430 340 742
743 470 498
401 414 367
269 472 5
274 416 711
7 639 9
700 142 62
665 123 737
430 114 834
503 172 469
245 600 268
654 215 698
119 726 758
8 612 992
267 608 254
19 598 473
772 312 960
774 151 124
366 757 322
113 265 875
622 677 336
576 146 100
201 124 192
87 41 294
360 25 354
25 625 58
721 446 317
490 451 682
760 768 659
535 415 754
240 467 635
316 301 175
271 737 449
46 649 986
712 438 870
313 455 633
511 642 903
