16
819 886
539 640 -897
589 5 700
502 541 10
494 692 934
205 266 -386
288 484 -147
36 248 -691
326 200 -77
532 129 29
416 346 -433
279 274 242
647 550 779
598 499 371
750 572 -784
406 132 9
235 793 -541
116 789 739
208 196 35
436 360 511
193 62 -993
241 47 -327
266 764 453
457 759 -996
309 24 570
551 219 818
661 481 192
28 678 981
190 458 -642
76 260 495
358 128 -892
731 596 322
556 192 120
277 135 645
60 316 478
41 491 63
621 283 -644
590 370 -487
405 229 474
102 473 -821
166 688 359
642 383 -843
124 207 -549
554 712 754
706 129 549
492 41 -979
259 144 16
120 123 -320
546 200 -262
170 767 392
441 306 261
710 417 755
668 574 358
80 720 -147
763 70 303
358 611 211
248 195 900
300 715 -143
199 568 -729
251 382 -473
233 321 -295
284 64 -76
285 570 669
522 331 -733
295 710 756
569 167 678
227 269 39
550 584 -952
359 224 682
599 434 24
655 320 -940
447 650 -875
752 518 -316
145 469 -835
166 647 -92
146 350 170
181 485 -851
661 764 768
416 227 884
354 434 -243
224 225 685
805 708 726
45 612 -162
319 807 -748
49 93 -871
448 818 -502
582 618 -754
724 181 745
221 279 -616
590 140 651
688 245 145
356 596 -908
419 695 -548
255 720 -556
819 196 -147
737 599 87
95 701 125
621 131 -75
392 231 -165
284 2 553
135 56 726
39 116 -801
794 154 -2
797 323 -320
129 802 -591
340 409 646
177 136 -52
786 425 661
328 425 -247
714 557 -511
87 524 -380
738 255 -801
144 43 -361
289 672 -103
483 365 -390
639 675 -365
243 56 -13
572 341 130
556 244 695
764 805 559
437 664 331
769 153 189
252 83 -828
317 434 -588
53 713 498
747 118 838
256 791 -390
751 407 931
193 154 -974
260 771 -639
699 72 750
81 264 -264
358 691 592
347 400 395
534 327 362
145 236 -830
758 389 -189
192 32 333
542 9 -630
751 425 277
311 581 -366
51 102 366
525 392 973
617 757 -77
183 148 -603
636 393 676
377 465 461
202 287 809
154 498 693
344 726 -315
327 257 101
813 819 -690
593 700 79
645 652 -27
16 481 310
263 195 14
483 245 -503
196 162 803
225 318 807
624 414 440
754 278 -86
379 144 737
414 668 -982
618 51 -395
193 438 963
200 655 -301
447 230 -330
766 445 132
422 418 -881
159 776 607
795 207 113
434 430 493
409 500 17
92 370 72
293 613 203
562 485 896
739 638 -155
16 542 512
256 305 -495
457 437 235
344 223 -670
205 270 67
668 332 629
556 18 847
168 244 -742
719 233 675
7 652 -617
667 8 -404
731 477 -846
221 760 935
267 75 758
381 609 -174
542 454 -913
721 57 876
793 735 863
162 124 -764
443 44 726
286 151 836
486 387 -874
659 373 -864
546 352 -404
689 602 399
235 728 -410
425 304 992
710 597 -556
66 80 820
164 690 514
588 788 338
287 239 -683
486 718 592
162 511 993
343 119 -398
702 671 250
270 583 -877
298 38 -76
643 509 235
283 423 113
90 263 697
625 5 -907
737 690 123
691 310 347
279 505 444
231 628 799
565 306 -938
525 521 -882
156 565 -548
330 291 -634
305 639 -598
376 264 -373
186 719 251
146 157 -134
703 214 -343
196 435 380
597 301 130
753 91 -863
721 10 -763
654 316 465
299 80 -775
42 469 -336
57 115 143
604 50 -842
96 446 634
456 671 808
79 444 -331
532 402 -187
413 272 -992
130 278 -218
440 479 -458
451 384 -602
796 300 -536
372 750 952
811 702 -45
246 448 -407
36 481 -262
293 414 745
411 17 600
256 787 892
8 92 -440
411 16 -535
443 656 572
62 25 303
240 153 685
358 273 -509
307 156 -437
318 65 247
129 224 768
631 550 -78
676 131 697
43 91 433
561 337 119
153 734 -727
81 200 -56
804 140 415
525 48 -93
764 818 166
651 173 -675
276 596 -429
675 14 820
285 559 633
120 461 -15
228 46 941
515 504 995
202 718 167
507 608 214
684 743 687
222 54 875
258 291 711
819 315 -433
473 724 574
620 338 72
291 236 -331
707 497 890
321 313 866
254 107 -398
785 349 260
748 603 329
305 784 875
459 681 -111
10 524 -751
386 341 -447
764 366 -216
681 421 -747
299 438 -679
592 619 -543
206 410 -67
107 388 -70
790 427 367
477 228 503
221 579 -906
216 789 435
476 157 974
786 472 -912
153 369 274
62 136 -425
351 475 -773
527 613 690
520 778 -931
780 179 828
750 537 952
761 657 -438
112 589 -70
139 290 -474
32 483 697
521 499 821
13 454 -615
387 108 100
725 41 606
601 383 -483
348 530 320
633 542 -120
237 598 -669
534 406 -181
40 498 63
249 133 816
66 65 866
614 485 -991
104 649 -338
674 728 -392
546 60 -653
91 631 326
621 297 -36
201 298 -515
561 5 462
93 478 -614
562 518 992
356 362 675
448 295 -197
202 599 -916
14 485 720
343 706 262
380 408 -584
576 494 -749
807 317 -110
407 40 -449
465 769 -373
85 764 -397
62 168 714
505 249 -388
85 340 -3
495 45 375
144 692 160
147 212 -228
205 106 -598
107 643 588
288 734 -236
679 246 848
171 38 -312
692 95 -286
648 774 910
266 768 -953
658 664 -276
351 20 -890
162 481 672
797 411 406
787 507 -987
339 46 93
556 260 -369
115 410 -388
273 657 363
402 39 -511
419 360 127
566 791 336
637 114 205
738 279 -119
544 30 -226
535 738 -808
447 168 145
378 189 414
255 322 -433
138 583 295
631 701 542
212 197 -932
244 360 -67
583 714 550
438 50 -882
357 228 642
102 10 -280
326 604 -624
197 12 -394
84 711 -319
607 68 193
520 429 -861
608 362 953
56 266 -101
451 132 280
797 434 -657
25 4 928
580 655 145
273 161 -919
146 658 -628
735 319 -123
772 605 -515
318 19 -430
233 772 319
173 375 -89
275 543 -694
714 768 745
316 746 -252
626 454 -945
339 506 778
479 242 -159
514 801 80
663 354 34
199 749 -916
183 505 -91
535 590 -305
488 646 -658
440 500 65
709 343 177
810 61 374
646 100 116
347 533 -602
353 465 -563
383 203 -42
626 413 765
691 1 -709
429 754 -868
662 588 656
745 271 -237
663 211 -104
707 675 -392
391 235 834
118 274 -967
151 736 -336
208 184 655
659 816 -133
702 572 -241
9 806 -508
189 494 934
692 722 -976
50 441 377
185 301 -311
476 80 114
766 772 228
248 722 577
202 56 712
271 605 -853
377 591 -319
144 582 315
235 543 -392
16 691 -600
463 447 -797
580 728 -101
520 351 -631
436 334 823
568 643 74
239 309 826
523 284 76
303 373 -748
664 715 106
547 448 999
365 220 -313
180 300 507
735 746 653
470 688 -557
350 177 643
556 514 59
497 670 681
34 800 551
812 4 167
92 662 405
588 764 993
229 200 374
66 475 -464
628 520 -208
260 760 2
781 223 876
178 276 72
529 594 367
536 266 -470
189 698 -914
692 457 531
316 652 50
298 76 188
660 169 -91
638 728 -343
208 353 317
29 795 -64
765 166 -734
389 167 814
681 262 -357
554 349 567
365 614 659
413 274 -898
303 748 -433
404 323 856
700 691 -85
511 72 -858
313 407 -2
507 606 237
687 745 -85
611 166 666
75 565 -329
433 83 -257
234 781 -4
406 242 631
80 481 863
239 34 906
229 585 620
708 797 876
744 628 142
743 100 591
531 104 518
36 570 -792
688 175 247
243 568 -608
360 698 -561
188 433 808
667 692 -233
634 749 232
391 44 -137
660 716 57
422 631 -721
683 419 323
706 568 811
104 110 -263
757 750 -358
767 155 -691
369 792 -564
679 631 -628
748 53 -703
803 377 351
14 470 981
736 173 -935
4 483 -49
593 82 248
257 545 -100
720 78 889
360 191 980
212 579 -626
734 369 -11
434 648 -816
621 747 928
156 574 580
618 495 409
796 723 273
376 561 726
707 578 870
654 535 -2
35 69 114
812 705 -940
409 470 720
751 195 1000
520 504 124
817 853
179 413 -398
38 155 983
164 707 408
673 441 237
478 145 -367
42 165 -781
104 775 -611
69 527 590
286 262 835
196 66 -254
684 159 -434
298 759 230
195 441 879
402 716 778
213 767 288
519 57 -784
473 135 -318
536 534 -19
286 656 -398
13 137 289
4 794 591
199 664 989
391 741 -478
209 372 194
609 96 656
633 350 429
652 455 588
147 424 385
582 577 127
635 409 -45
347 251 706
732 379 503
537 363 -216
255 133 196
433 90 -825
175 250 925
327 773 -698
415 559 -574
498 738 841
203 533 540
2 703 -564
588 52 -600
3 345 279
292 212 596
552 153 -406
164 545 -563
536 91 116
638 759 643
748 507 -616
126 247 741
674 397 378
441 121 -399
354 700 -434
778 386 485
372 480 487
283 744 370
161 762 528
780 1 819
440 428 -818
385 631 472
412 546 591
648 13 76
72 632 -583
222 231 865
816 86 -255
231 526 648
269 230 -144
359 314 665
284 614 799
752 130 -492
251 741 -240
740 456 -663
684 439 -957
328 613 -230
17 816 -359
252 232 329
294 627 -889
67 218 -180
619 533 -832
454 579 -447
373 78 -168
741 618 987
10 687 -794
501 414 443
755 309 -510
680 429 -972
572 760 -955
199 802 -813
101 4 -42
591 346 -827
296 702 547
601 628 508
781 262 697
649 683 20
462 296 -721
200 559 -573
180 457 -50
625 491 -267
662 445 -271
605 648 -808
62 786 380
399 283 -286
94 44 742
592 362 696
425 720 102
768 607 403
569 527 -429
406 297 747
663 361 -553
687 559 708
374 39 78
549 305 -459
122 136 42
478 217 639
490 526 982
730 415 386
808 516 877
500 701 48
400 742 43
736 356 582
428 37 810
398 606 981
168 790 -903
501 600 -617
48 210 -893
731 551 491
385 41 636
223 573 -899
689 568 997
559 323 848
719 234 226
251 25 76
672 190 -101
11 784 -704
88 241 -67
319 797 -834
395 580 -619
298 260 834
453 320 764
592 32 -943
698 288 81
776 593 -894
790 399 -416
135 245 -650
172 513 269
32 523 -867
1 795 -807
737 86 516
683 380 -320
385 601 611
176 98 -16
285 80 681
602 727 -836
28 141 873
571 602 563
85 775 -844
45 233 471
549 288 -628
31 21 796
376 464 295
425 668 152
709 212 -327
358 676 911
801 685 388
650 481 -27
205 148 -518
158 389 698
592 526 -490
160 78 603
428 529 634
465 483 396
282 391 -835
401 51 -984
532 43 592
711 310 -463
473 662 643
533 6 101
704 329 -261
302 496 -869
138 10 -317
492 2 -82
487 645 -395
203 691 -123
635 677 -376
449 675 79
328 148 -139
689 493 -232
520 380 -380
210 492 -972
424 775 778
276 698 238
189 128 -134
423 533 -322
760 152 -89
758 514 683
537 313 -166
326 434 -996
436 597 170
353 657 710
504 189 743
57 325 -603
630 673 164
224 742 -249
321 615 225
563 193 903
806 662 -563
740 9 -809
745 370 706
603 422 -265
670 607 -597
342 254 -883
218 300 502
393 187 191
394 49 -734
537 549 -930
732 675 750
141 320 -37
570 315 -561
103 500 -146
94 322 484
116 762 799
345 124 711
755 523 -679
136 441 790
648 97 -237
749 664 616
33 10 -129
264 344 700
77 214 -486
276 112 -516
658 640 541
440 751 985
602 645 -820
744 81 551
601 791 -192
69 514 411
148 267 -45
125 484 -322
357 703 -59
167 462 555
107 147 -903
723 270 361
189 625 840
236 678 245
109 798 -989
45 11 397
633 638 49
53 624 -316
537 228 -282
277 803 709
278 463 -1
607 746 480
522 266 545
85 461 86
718 51 651
523 483 -743
452 676 -40
482 787 761
263 618 138
221 792 -539
624 329 -934
231 463 364
375 39 435
160 236 -690
685 132 -264
606 593 -357
329 195 -911
6 489 -407
165 645 515
242 144 -518
299 600 -685
554 556 -813
394 119 696
222 595 477
37 272 -782
809 297 530
448 698 -351
80 19 890
765 443 -55
280 206 476
30 234 511
716 162 -826
807 4 -310
695 235 -852
341 679 575
785 178 532
670 161 -488
243 540 434
511 50 713
704 228 -138
345 40 -824
748 448 828
793 447 -265
182 447 -871
34 313 -289
50 747 -527
28 248 473
800 545 750
420 228 370
486 282 400
107 235 -109
550 503 508
250 286 -144
742 59 734
491 144 -356
485 597 653
497 285 436
718 535 -999
20 165 -252
195 225 -300
408 758 252
658 748 287
66 448 926
243 375 -193
681 395 -840
765 385 596
596 652 619
144 712 -4
552 527 -241
281 310 857
483 724 292
540 810 -758
349 23 874
262 678 591
163 685 11
656 450 743
460 357 496
456 668 724
23 268 197
197 273 -699
198 524 -670
531 410 -348
357 386 365
468 107 -220
595 346 -549
234 414 232
598 751 -391
248 326 46
45 79 -115
14 168 518
541 774 -540
470 674 701
302 141 -495
743 684 884
34 754 -526
217 268 -430
164 260 220
388 143 636
280 746 496
661 24 399
98 763 -560
132 63 401
715 566 -68
148 392 -990
297 780 -898
94 426 232
148 567 796
127 595 -156
696 395 434
616 682 -865
133 47 -918
676 442 -167
44 494 -203
188 386 481
502 487 8
393 808 328
533 623 -466
679 394 -45
492 42 -887
658 193 663
232 350 -596
44 596 -987
694 372 231
78 736 -620
48 125 117
386 642 707
452 714 -839
161 96 -456
798 451 377
195 416 167
497 457 287
285 214 -903
619 608 992
467 790 549
2 665 957
5 194 54
117 41 660
340 373 147
115 495 -246
135 745 493
162 341 -113
210 433 943
115 240 673
121 778 -361
344 64 -279
174 683 -404
305 330 683
655 746 -996
495 496 532
815 267 762
257 776 -802
614 191 261
507 732 219
300 767 575
89 385 419
363 809 -344
359 601 -35
709 720 -507
752 327 -149
24 745 -258
487 351 -827
656 52 -158
247 252 295
391 281 -154
305 168 814
509 495 62
245 199 -825
456 627 525
643 595 -281
417 517 -327
186 485 -209
7 510 -64
168 308 -81
641 301 987
602 163 -769
805 243 -363
123 77 -367
519 202 -106
108 214 798
654 389 794
570 672 -586
659 710 -25
554 189 -686
703 262 861
519 703 -612
556 486 146
713 382 -587
332 684 -212
376 96 -384
273 332 64
668 315 478
608 797 655
669 528 -841
767 432 292
517 368 -806
736 310 -946
775 92 -991
790 390 630
666 378 569
569 786 745
281 82 448
725 445 775
429 16 -197
292 634 -639
400 27 -991
418 95 -287
475 473 536
481 72 76
234 704 77
485 643 -964
440 668 701
286 145 735
511 140 762
744 196 963
553 315 409
76 788 -302
325 158 -78
91 501 -427
509 625 -586
423 182 -818
352 572 136
385 734 982
213 738 979
731 313 897
296 245 -304
275 697 348
161 584 0
557 407 845
252 3 489
492 557 398
471 24 -489
465 107 -377
418 704 -910
562 41 78
41 594 -613
85 6 -352
259 700 -165
690 227 441
10 251 848
732 69 194
110 591 -346
156 51 465
536 201 -786
687 389 -963
658 408 229
606 591 287
419 383 -681
223 402 -664
368 31 -222
240 135 -180
752 543 326
347 658 -819
287 493 -110
523 210 -487
183 239 788
575 202 10
34 186 976
744 149 -299
654 63 -76
523 390 -824
120 247 -224
746 264 466
559 320 183
419 4 972
726 453 940
587 444 573
123 37 -500
134 705 -103
97 421 -157
72 38 -534
468 240 -91
28 501 181
470 743 -404
317 731 -803
593 548 -684
136 371 -797
788 623 -735
453 655 -803
623 798 -899
60 70 951
670 721 -658
12 193 -787
526 181 -327
644 395 -940
618 675 -382
559 599 908
365 512 650
489 160 569
13 633 -940
361 604 -538
233 653 150
541 348 -737
550 86 -548
103 646 959
289 66 496
49 166 666
603 333 -589
776 639 -838
246 286 692
74 80 -666
180 202 -174
767 514 -384
505 530 797
121 430 -472
350 394 2
163 769 -739
200 314 -90
392 441 -607
221 416 548
716 285 673
355 700 684
37 415 -820
214 389 -916
540 186 741
647 733 -754
550 470 -477
373 448 985
133 613 71
84 759 -609
374 651 -188
789 353 279
784 37 789
286 373 49
403 411 796
138 560 -356
546 70 -922
589 331 -146
586 510 -566
273 224 125
360 789 49
271 104 -755
673 535 -511
317 650 684
540 83 -905
578 273 -461
264 377 413
82 78 445
80 311 39
801 591 771
359 27 683
429 788 -913
487 410 -593
306 89 414
717 385 576
400 675 -15
342 137 288
105 803 -321
509 803 125
350 617 -749
249 161 54
551 386 635
448 461 220
66 565 -11
133 351 346
649 420 -606
387 119 159
543 78 -758
548 382 791
219 225 -789
776 736 -308
499 565 969
670 98 -610
554 407 438
488 742 583
150 307 -470
306 415 864
796 144 -107
286 385 -261
136 445 42
758 681 -65
257 305 -627
173 587 868
593 589 441
611 137 306
383 732 556
648 350 67
775 605 -715
98 147 -390
260 220 716
299 797 674
483 89 599
713 128 525
260 558 -744
281 88 -958
328 295 909
162 22 901
38 4 691
313 565 -432
61 517 602
629 204 971
106 498 798
439 674 -980
370 617 748
278 166 667
329 226 -799
438 112 -817
8 261 633
602 614 708
518 11 -231
199 720 688
443 630 564
699 319 826
274 138 -587
535 111 753
82 557 -295
129 81 190
471 320 -302
441 278 -255
768 600 -52
62 337 -584
448 193 793
781 190 575
408 815 259
449 142 -463
245 4 -501
604 491 -431
245 304 -877
311 708 -85
729 594 822
490 268 -863
347 730 25
363 572 733
62 45 -128
470 684 -588
34 668 -711
336 777 591
782 630 542
326 671 320
57 563 -880
736 310 980
119 99 -403
313 141 -760
489 369 -853
211 618 60
222 361 -498
242 420 -109
471 811 528
600 220 -470
736 360 855
417 91 -134
13 519 -351
331 92 -577
108 588 422
741 686 -616
368 230 266
794 176 699
556 285 -484
42 195 -300
271 597 -389
42 602 -672
357 607 581
248 483 699
157 731 579
593 59 -123
205 647 287
299 417 -321
668 402 662
128 322 -275
506 294 -275
679 271 -72
362 664 -846
358 492 -837
180 285 385
675 553 -746
167 40 873
709 628 -145
590 73 602
703 140 269
175 314 -334
703 187 106
664 471 -799
574 698 -695
19 759 592
749 291 71
283 601 201
808 363 167
642 206 -291
593 718 842
666 777 -33
327 251 -193
113 130 336
239 160 -988
468 781 219
598 604 998
405 791 -837
734 388 -930
474 271 -643
628 180 -340
704 550 178
554 449 -371
262 774 233
797 557 584
526 616 -473
420 12 -106
374 489 986
597 343 -32
469 692 146
377 200 -176
172 164 -528
465 450 134
602 297 724
342 269 215
574 528 332
788 277 180
691 243 -584
461 546 203
332 42 -88
658 713 6
201 205 -955
143 107 -876
69 654 136
117 657 -974
677 695 283
166 734 -913
310 487 143
43 403 -909
435 151 -381
80 784 715
570 484 -518
299 581 -471
650 385 -897
95 419 -7
725 447 932
60 562 -260
279 732 -851
234 345 346
146 690 -682
605 17 -449
755 735 -925
53 32 101
83 93 170
269 369 -571
531 685 948
179 336 133
173 117 11
411 49 -777
40 433 -225
193 466 100
53 12 -352
375 326 700
649 310 92
296 591 -431
352 772 -74
738 711 3
520 297 946
560 417 -90
525 24 275
259 178 -264
686 28 -692
298 232 68
310 758 -156
231 215 977
29 682 512
605 127 404
46 474 943
621 500 -583
276 557 -292
522 634 -750
166 20 58
200 78 -300
211 323 84
722 637 -607
250 57 -749
774 183 901
23 154 598
534 668 -382
421 190 897
282 395 -887
714 391 388
147 399 714
725 250 873
782 117 853
342 661 694
17 656 -207
95 363 646
402 454 -130
706 682 -61
320 407 187
590 292 89
765 198 738
500 375 -758
525 559 652
103 803 502
427 658 -812
778 685 -501
621 239 17
76 361 538
495 672 -916
503 107 -365
445 300 867
667 46 966
368 245 -997
109 361 -240
244 304 618
326 68 471
393 399 -484
181 540 -510
642 608 -758
303 603 707
46 794 947
468 83 -555
120 45 413
674 266 -345
966 960
117 467 73
643 676 500
541 888 513
457 482 796
353 291 891
341 384 -139
197 557 575
175 662 815
253 369 -407
684 203 -483
388 249 -683
623 114 870
419 596 -966
195 6 -765
247 413 675
787 208 563
809 486 782
912 294 -596
849 422 504
845 863 964
963 694 601
872 490 900
555 943 -375
176 184 -669
791 370 -106
689 379 574
536 447 625
704 369 -799
144 473 -679
811 596 156
756 197 711
86 200 -12
83 964 584
572 118 -358
571 548 -262
60 42 8
959 308 539
741 507 -926
882 605 546
510 26 872
418 177 -14
698 291 609
25 284 -207
110 755 -906
817 676 841
314 390 -21
160 928 960
964 174 717
437 370 631
653 710 578
672 176 168
298 21 778
498 690 -786
87 239 -686
917 584 260
30 229 249
299 629 -714
386 697 987
825 615 -13
517 151 -671
849 788 -207
670 74 154
660 567 841
20 633 924
78 61 55
128 138 -96
472 813 175
541 431 281
309 595 -594
763 302 319
355 279 -286
842 156 -635
323 213 160
714 206 -403
694 42 -902
91 20 67
577 445 899
207 545 114
614 166 960
537 450 133
607 636 688
653 625 652
504 297 -459
42 31 -958
430 165 -362
620 323 32
592 337 402
818 115 -16
335 721 699
598 144 -337
663 925 -661
460 262 939
755 21 691
964 128 -288
114 934 408
362 414 570
302 807 -614
153 518 -952
787 803 539
941 762 149
572 378 -22
295 522 -352
916 891 -713
535 667 501
377 251 -416
141 646 -700
872 136 -377
220 280 -341
682 927 654
299 471 -58
940 12 -842
381 738 -21
166 416 561
596 616 48
644 738 483
55 646 -615
833 527 -783
571 344 -633
278 305 628
897 337 -996
609 800 -234
649 494 918
172 680 784
525 955 126
285 328 397
17 107 56
22 710 -482
165 597 105
467 570 -59
662 698 377
962 720 -272
242 139 826
93 274 238
38 82 -274
89 177 70
272 797 -694
105 881 964
28 908 -733
788 255 323
68 243 204
127 622 -453
893 314 -731
200 198 574
283 528 -110
880 790 -483
598 194 960
418 56 601
959 688 798
538 636 -367
722 339 890
147 345 -891
298 381 4
906 290 534
895 707 969
212 612 780
516 625 494
817 776 -876
207 485 -633
884 961 -729
100 251 424
118 184 275
857 516 -449
715 928 -536
122 235 -853
75 407 88
791 636 -804
478 687 -115
580 702 763
64 456 -769
838 621 -520
391 664 120
194 417 -956
342 551 771
429 377 376
916 189 245
405 189 288
420 838 -127
712 453 -822
696 329 -419
918 11 3
244 751 -133
471 362 -114
379 372 -29
943 956 640
612 792 656
554 726 86
66 203 -13
482 126 -27
830 684 874
488 654 -697
912 413 -780
403 237 -531
670 587 -404
839 274 -188
225 673 -872
791 748 122
54 227 320
39 326 741
104 814 331
267 491 25
591 584 -376
583 448 -61
295 180 -762
199 212 436
309 923 -542
218 276 592
502 174 283
766 530 304
323 610 336
667 560 -607
565 711 856
518 874 -591
226 187 289
141 583 763
875 450 64
391 182 674
669 443 -251
511 538 -617
808 573 -585
231 455 -821
464 190 709
844 727 -828
360 324 918
44 58 836
410 147 -631
256 901 280
864 379 16
477 501 -160
856 347 -790
72 782 -838
789 198 -678
390 686 222
343 96 -834
136 489 497
610 460 847
535 389 -90
694 820 914
133 308 -668
463 593 -44
676 604 -881
298 491 899
859 182 136
607 209 611
652 749 -473
180 587 -352
603 548 -311
584 594 459
463 702 92
616 743 -798
312 710 526
630 17 -808
194 73 508
794 403 -639
700 599 185
906 762 -410
904 947 423
172 627 -804
519 65 978
760 855 56
114 231 477
938 249 -494
102 759 38
933 849 -476
521 139 -380
340 664 669
494 920 946
42 133 -446
607 515 -113
879 913 -705
317 813 258
474 191 855
510 422 610
66 603 -420
608 681 255
137 934 -286
766 583 537
326 919 -920
264 571 472
420 367 -294
703 859 -93
423 545 -937
444 222 461
883 389 489
891 514 -942
153 340 769
327 556 -211
601 810 444
372 664 998
275 794 -776
336 385 66
276 499 -154
155 212 -254
80 462 -202
354 471 -951
416 839 902
176 146 -801
765 902 803
198 48 -341
606 964 -185
698 126 -930
31 307 889
907 926 -363
459 911 -716
614 57 -975
926 193 610
683 105 -531
532 622 179
84 425 -455
569 376 -455
544 962 723
294 337 383
654 776 -738
422 411 -68
357 921 862
486 742 241
213 935 -208
222 478 -705
827 506 227
949 893 675
811 774 -593
621 88 -402
848 321 654
349 538 857
927 378 -309
38 63 -540
921 484 287
872 553 448
170 678 444
465 633 -160
181 288 619
590 175 -139
195 653 -725
134 15 -944
326 472 -983
888 349 -121
182 700 -456
175 341 591
34 848 -534
599 947 -223
381 576 -732
74 519 136
612 315 -351
854 636 7
225 182 897
27 537 59
492 37 -653
936 223 -73
551 670 105
19 712 959
350 753 60
532 50 97
775 591 -323
960 291 873
155 288 951
573 772 -4
315 818 -98
828 135 -728
638 216 990
827 456 229
820 648 458
722 953 -322
210 531 -705
799 444 853
644 806 762
237 867 -455
900 771 -281
306 730 438
381 105 -186
753 756 532
319 81 -501
962 341 -703
886 912 -433
22 724 -464
169 199 471
78 365 821
655 90 41
662 755 -963
532 952 -334
671 647 763
880 803 92
884 139 502
615 556 845
415 352 -833
512 70 29
451 113 -22
543 239 404
661 603 991
331 463 110
428 734 -952
839 492 871
137 297 -329
486 424 -787
727 934 -775
444 826 852
326 776 -663
435 702 568
243 83 -607
156 345 -807
213 936 620
314 282 -885
401 495 -834
77 740 -66
310 937 633
502 840 -141
137 17 -568
422 622 51
655 302 644
854 955 579
601 293 -305
883 743 -541
