8311 24259
223 3207 -500
5818 4745 90
521 4614 799
3289 957 -257
185 4806 509
3940 1636 359
2639 2103 124
6660 1593 302
5361 2162 -591
4738 3204 229
5872 5613 -743
5817 2395 921
2891 3999 -284
4780 549 -992
4330 1895 -542
1980 6560 758
2073 5967 309
2303 5401 670
8172 5468 -18
4927 5784 -284
7629 6209 -986
3704 1723 -791
538 3744 -182
938 3542 70
1679 2962 -737
7705 6803 622
2484 1105 -695
7092 6435 -234
7769 4062 829
3774 2885 -210
8176 2503 -463
4689 7693 -475
5430 5966 -213
4086 2563 -791
6269 6513 -413
529 4368 -619
1473 5044 -781
7569 4707 -813
2305 836 512
2692 4804 618
3100 2013 -576
1212 3943 -587
2703 3444 -675
4669 2094 -348
3395 7167 278
783 7852 -95
4400 5925 732
3094 5018 220
834 870 -756
4202 8142 518
4132 6909 -416
5990 2167 706
7042 3619 -215
237 2364 94
2432 5546 -654
5985 7326 278
5539 975 497
7336 5396 944
7248 7322 -523
1682 3968 -124
7076 2401 484
4651 6908 -653
5964 986 -659
80 6244 -161
815 5757 459
7762 1848 956
6213 667 -101
1193 6747 -9
6702 962 556
2328 1149 -754
4666 1447 -317
4800 562 299
8280 4512 168
1324 5282 -351
5932 6989 -28
6604 4385 -507
2047 1575 -586
4226 7185 -309
2958 840 -414
4632 3275 -121
4662 5056 146
4770 5893 -957
7389 8157 401
1153 4304 -200
498 1785 165
4670 1352 514
4572 5362 -639
7934 595 -606
5599 432 -562
5253 7685 -266
2518 7546 -573
5359 1115 -889
6287 6116 59
2487 1966 -16
1522 4317 460
2696 2075 -469
3293 1140 -438
6660 1507 62
3372 4773 -117
2786 3367 270
3618 5481 -403
5482 1096 -504
686 6949 810
1982 1153 -815
2529 6462 221
3415 900 -57
6743 5684 296
2997 6235 549
3390 5789 -531
2756 3666 -866
6637 2951 -489
4861 2026 -968
343 7263 30
1243 4362 69
5465 2323 602
4430 6545 -645
6956 5965 14
7251 4881 -871
7318 4110 -633
3465 3895 863
3937 5444 -689
6328 6415 -202
4927 5147 -717
6620 884 290
4250 1074 -336
2358 5701 -904
3958 3052 -24
1251 6108 -958
1163 7064 97
6315 1547 -610
2491 5338 -209
1675 336 444
1245 390 -715
3280 4624 -144
7764 4500 947
3082 4621 137
3700 3684 386
7645 8124 954
2048 6827 -561
3449 1738 627
7188 463 -803
7513 3335 269
6975 6708 -575
2698 5305 -777
6931 3849 567
3965 4171 -775
3194 3250 -568
5597 7739 -717
6009 1941 -258
8181 5065 -131
3961 6875 -848
5696 7700 268
1394 4945 384
2410 7983 -858
345 8185 981
5999 4176 782
7574 3683 -693
1948 2932 -387
4321 345 -144
6071 3931 122
4680 552 -975
1868 6085 901
1446 2656 544
145 2959 -902
5505 5130 -793
2435 5275 316
2123 1878 749
4786 4025 -629
7552 4821 -907
2946 2653 371
7420 5999 653
1148 6346 -701
768 6425 301
8110 5599 -504
197 3 -332
341 1723 5
6652 7044 406
2419 3805 480
5627 4329 -583
6081 2611 -886
3689 3358 -177
4056 5517 359
5303 1057 -208
6827 1219 656
4818 7174 -53
83 2312 -637
115 2355 -832
8188 4374 188
4843 7990 -618
4898 865 -38
4799 1291 159
7018 6985 -793
501 3352 0
5616 7240 -244
3285 2710 -437
569 2398 619
2404 4658 263
3393 2210 623
5984 3430 310
1644 6236 148
155 57 -51
6761 3539 -457
614 581 151
7354 4519 -204
1437 1483 -326
8171 2416 -938
6581 633 -591
6668 7491 -383
2938 169 -968
3380 4754 154
1842 1489 -860
6622 3768 38
663 208 -585
3752 3692 -690
5178 1238 -765
832 8230 -814
3669 4574 -3
449 6858 215
4825 3284 467
542 5438 554
2105 2692 773
830 6726 293
599 1975 -272
3492 434 -46
7962 7366 -135
7405 6490 -751
6465 7118 -139
2894 6318 157
7948 325 -829
3418 3363 -188
267 1368 -339
7568 1154 -997
5954 680 -676
5513 3416 877
6537 1659 509
6825 5319 -262
6046 3541 -726
8163 4530 676
6814 873 999
4897 4785 862
3189 6617 -377
7685 7355 902
280 6361 177
7368 581 263
7645 4952 -149
6864 1606 790
666 4179 -755
35 7860 908
6372 6506 -273
528 3460 -472
4414 632 774
3405 5583 425
5764 2353 367
2338 6065 -420
3926 322 -743
2570 2502 827
1412 7289 928
1281 4027 592
5143 2986 450
1350 6279 -89
3957 6607 -754
5632 4813 -621
3837 7849 854
5294 3325 -716
2356 4842 -638
7945 6348 888
7678 6122 -509
1046 1131 793
4539 6511 449
3703 8079 -600
6632 1640 -873
6134 528 -539
882 7778 -228
3895 940 -130
7897 7421 -824
5167 6868 -831
495 912 -990
7789 1864 -156
631 457 998
4030 2770 76
4428 7707 333
1510 1726 -439
2701 5054 876
6103 5466 896
5791 3826 693
7668 799 401
5560 6044 133
732 7096 -926
2591 664 -350
6182 6042 322
7240 4443 -97
5078 1618 -920
4370 934 499
4411 5734 391
966 1263 168
4958 5817 -416
7393 5363 911
6019 725 -308
3597 846 -524
101 3854 -637
3511 3456 -15
6569 5138 857
1953 7529 -911
3371 1288 -950
7477 6443 189
3323 1311 -235
4249 2073 -903
6526 3152 404
1027 2107 -415
1730 6602 -552
972 6226 -189
7929 2676 -813
1505 486 -556
3662 7065 -537
4851 1345 -78
2772 4848 250
288 1347 669
7352 2902 816
3461 3817 -306
6330 7197 625
7143 7589 903
1852 9 186
6687 2197 -786
2365 1061 128
7352 3904 479
6024 6859 -531
1973 4268 833
2902 4281 -875
5527 2355 -34
6440 8133 645
2319 2821 263
5443 7144 -662
12 950 224
834 1093 -170
6005 7682 -955
3136 1999 262
6706 4769 -18
4708 2844 496
2740 5219 234
6961 3701 645
5634 7130 -916
7871 264 433
3149 1651 -411
7704 959 422
915 7860 392
255 1781 889
3766 7640 -518
3500 5231 -43
5202 7159 129
3481 4047 -147
743 5217 -624
1639 1551 115
6017 6205 658
7099 3433 -479
6359 6996 -50
7814 7172 230
324 5210 487
3201 2305 -506
7572 2961 -480
2270 6552 98
3911 2892 902
6449 7625 -342
5720 1860 53
1071 2803 -746
3373 6722 -627
6879 5461 -473
7294 4113 -427
204 4648 313
4325 1695 -59
7699 3413 144
2287 3966 -676
6841 8119 -947
436 7466 -82
52 8037 58
108 5367 92
1853 1338 -161
2086 2409 -926
820 200 -139
6778 648 513
3565 3250 157
3398 2631 486
4179 2632 805
6782 374 102
1452 6493 280
5296 859 -320
4040 2813 -53
6197 8311 -16
1432 1124 223
7932 5749 594
7346 3392 -448
2239 4848 44
3738 6815 869
465 6834 -465
3087 3110 -639
7737 1508 78
7281 1355 -542
149 5514 -898
4253 1389 -886
848 1112 925
701 2956 -630
5764 755 -661
6655 4966 -462
8152 4 628
1196 5781 973
3750 7001 -731
1032 7332 -807
5959 481 -391
4864 2066 -107
3217 8132 -579
7275 8257 -596
7440 6428 625
3057 2935 -606
2287 3517 153
2555 7105 665
4507 3116 615
5951 5454 -506
2558 4662 -568
210 7942 -683
1601 4108 -22
3245 7771 832
703 393 630
6435 5367 -9
1799 4112 -158
4084 5908 996
6190 810 -126
5333 6698 219
4929 7705 194
1957 5906 829
5838 3570 543
4314 5237 -344
4425 7830 721
7099 6722 143
3215 4472 -643
4980 3005 200
1401 8200 397
8120 6930 619
3278 730 926
2357 2716 494
4074 727 683
7138 6401 516
6012 2163 473
7769 4986 212
1806 925 836
5242 3509 666
3383 809 124
3950 5889 375
2566 2278 786
7122 7892 -861
2472 2571 27
7302 6818 -427
3022 190 -196
3490 1996 404
5305 4310 951
765 3224 -483
4283 5771 196
3706 4743 -794
1136 8148 630
7590 7899 980
5339 2980 -266
5737 6004 80
5582 3696 138
5350 476 -745
327 5420 -951
2885 6071 -389
6335 2324 10
345 3172 -869
760 2659 180
6337 2207 964
3441 3392 543
6924 534 -922
2587 6639 152
4411 7266 414
910 2291 -837
5621 3841 156
6715 5751 936
6595 2132 -377
4030 518 453
2562 34 518
1705 688 -836
832 3752 -42
2822 4848 809
1637 1923 -721
6641 5085 -970
3417 5592 377
1736 6262 -120
3979 3807 -372
2020 4156 201
4613 4065 -353
5306 5528 -164
6431 7465 -908
1983 7576 -712
3474 1058 -900
7421 2215 818
7773 6712 -779
7493 5096 -881
2450 214 -698
3686 5128 -354
2934 5687 364
7157 2066 -455
3867 8165 613
151 7027 -778
4531 2240 451
8201 5865 203
3395 6527 813
2375 7420 732
3775 87 -526
5902 3580 -10
6216 1405 -43
819 1256 -674
7706 674 -431
3068 7328 974
7981 4924 497
5556 3518 -70
1674 3549 951
3168 413 772
1667 5335 -794
2736 4175 -453
876 2810 -1
3937 2367 -934
346 6312 -166
2843 8192 -463
6422 4745 -701
6712 7051 921
160 5665 501
5730 6423 -344
5385 2158 290
3746 4888 655
754 2399 95
4159 5526 847
3099 6436 887
4126 7345 -336
2080 2955 491
482 7344 -941
7127 5364 -323
2931 6132 332
3217 6283 512
1871 2930 -917
5537 7666 -479
5038 3018 637
2888 5960 -103
3500 3918 244
3018 3824 -790
3600 7247 315
2948 1333 -936
6290 8194 -529
7834 2571 317
6917 6628 548
6582 3668 -968
200 6272 188
3230 2463 980
8246 7445 472
2643 3138 92
5802 7910 -405
833 7127 708
5315 4576 -186
6746 6725 614
8194 7548 323
6720 7096 -712
3465 544 -9
8249 4178 -967
6835 7502 566
3873 8003 19
5214 2355 -789
3819 422 -6
921 1547 552
70 4671 74
3859 7740 121
1446 721 530
3621 3233 457
3856 5591 995
4648 5590 -66
7754 1443 -952
528 3802 209
6812 6220 869
5689 6992 -765
1050 8151 -241
7524 3240 -787
3925 4071 -916
187 2979 579
720 7694 -595
2843 8002 717
3650 5527 -403
1595 6659 -598
6944 5855 -275
7803 3375 -209
1031 27 653
5791 4033 0
7182 1604 -579
2761 4694 546
7229 7614 329
4683 5072 587
5850 2470 850
8105 5753 -189
2146 1047 -667
4437 6268 -818
314 4490 -586
7208 522 841
3602 4683 394
8261 6195 -789
3279 4953 -761
7088 1895 -140
7121 6316 544
5934 5016 -4
4423 3474 236
664 4491 595
7621 1947 751
3589 6712 -691
5313 7687 497
5969 7154 -316
7002 953 -285
3804 1189 -93
1651 6060 208
4334 733 -593
315 1185 472
7532 3195 687
1145 1244 -196
251 3886 630
2696 121 -867
5509 5758 683
697 4696 395
4937 7439 863
5388 6651 111
1016 6337 -704
7173 2645 313
597 4175 286
6179 6115 274
546 3670 692
3506 3487 -368
449 588 -822
4795 3016 -721
452 7176 399
7541 3623 870
1112 5521 -758
826 191 144
1226 5397 148
6997 1605 851
7801 3190 291
283 468 697
1196 1051 716
2317 1412 514
4912 49 -142
3116 8115 725
371 212 487
4313 5116 -410
1121 1540 -891
6271 3451 -191
1300 1657 -534
2397 4138 639
3968 1247 5
1081 3386 696
5453 4714 876
6857 7358 280
773 4337 -798
3305 6767 -818
6151 6904 -308
3325 4561 -190
3757 1678 725
4212 3200 -880
6993 2043 85
281 2959 740
3069 8241 -320
5341 4071 -982
2215 6325 -194
1753 2368 -132
723 6108 479
2888 7247 712
8291 4624 701
194 8119 -902
3302 3321 285
3361 6696 207
2981 6694 286
3051 854 -383
1165 3743 889
26 4714 -779
110 8123 674
5116 5032 28
728 8191 712
6884 1528 816
227 2417 396
1790 3492 -739
7031 3708 -657
1027 8027 493
7965 4898 489
7187 4881 -256
455 351 -939
4289 5847 -158
4079 5814 405
1410 3928 -616
1565 2174 185
453 2646 293
7388 7307 903
4770 7692 302
8093 2737 -516
901 2762 -472
314 5821 -366
2476 1723 -679
32 2143 -534
574 5653 -148
1285 3727 -49
1047 4338 -438
6865 865 859
3237 3014 -631
6658 528 433
2309 4149 -984
4175 6603 -930
6675 4711 -49
6823 499 -86
8227 4692 -614
492 5088 951
6121 4115 -151
3173 1517 84
2315 4339 -288
1982 5253 762
4806 4134 -632
6757 8163 813
538 3587 940
7605 2581 346
7888 1584 -220
4740 1448 466
278 711 667
5150 7473 -706
2385 301 -751
4003 6417 -188
5958 1732 413
5392 95 -646
4911 2197 892
1701 4668 -544
5830 179 -409
4645 4547 725
8012 5158 -805
884 147 -838
4290 6770 694
1699 2149 -536
6297 5028 -504
3284 7049 48
6760 6066 -785
2404 1857 -542
2165 5821 930
1072 4856 237
4849 277 -2
5606 6658 509
5009 2148 515
964 2079 -429
7202 1849 -262
5588 6054 176
8236 6370 -781
1329 3027 134
3815 4571 -542
5294 7683 894
916 1564 -570
1159 3228 561
675 340 818
2548 638 -748
831 4826 21
202 6703 150
855 8165 -385
5504 5071 -339
5561 6649 27
7555 276 -645
2096 7993 -467
4895 7699 620
558 2246 -317
4500 7859 -717
1450 2355 -628
3794 3954 -519
6122 6212 -559
3395 4433 -605
2217 414 660
8127 6895 -931
200 6251 144
8124 2181 7
6546 3148 727
4648 253 -548
7100 2268 -806
8101 1341 39
6313 2038 717
4829 1495 87
4905 1751 -481
5440 7426 712
4046 7882 872
6867 790 -501
3418 6831 -699
4591 2886 -299
6170 1349 236
1491 5280 -612
5410 3617 -280
5344 3515 606
4389 2105 -420
4866 3037 325
8086 2967 114
3268 648 206
5030 2450 555
2021 1855 580
3457 4705 984
3399 811 938
7008 3230 696
7991 2852 -481
4989 7079 799
182 4883 -962
2364 1727 -369
1656 7126 -425
1580 7045 269
6710 7650 381
4836 3009 212
7783 2787 -169
8311 4720 -675
90 7695 -918
60 7930 -462
5104 3993 67
7729 453 226
4763 4391 287
1038 7173 789
3798 649 -146
3781 3058 -948
3442 4000 -21
134 4539 -942
2956 4194 -264
1276 2673 -672
2572 6035 69
7261 2181 -426
4804 4022 275
4800 1797 -507
1515 2946 16
4 2580 -99
1525 7993 -6
125 996 -58
1898 3623 5
5386 6584 -96
7284 1388 643
8223 8196 555
6102 359 155
2145 4822 -518
7041 2799 -137
2624 6846 -66
4605 2742 188
1459 2559 -867
2322 2761 505
8130 3536 224
1998 6896 876
5812 5856 129
1519 3540 238
4431 2436 -628
4575 2214 877
5056 1026 -476
4577 3181 -67
1534 7229 -709
5327 4589 427
4160 45 -130
7364 211 343
3333 6488 -506
1002 1332 756
4402 1692 -831
4066 7393 -858
718 4982 822
5695 7243 -932
2408 595 159
2848 7594 774
841 6592 18
8016 4812 -424
2666 1641 340
6074 2130 643
6948 2686 -415
550 986 -451
1063 587 364
963 2106 461
204 6881 144
3004 6743 -711
1069 4661 -469
2831 27 -841
1750 5282 375
2592 7279 -515
2390 4291 890
111 7480 -7
770 2708 -806
7377 156 274
1147 792 798
2244 2817 764
8027 6625 -68
1683 3652 294
6283 3386 -15
4585 7295 -742
4556 6849 792
6497 2498 856
7108 6069 -468
7404 3404 542
5230 2453 -690
1911 1151 -43
8234 8310 269
6252 1480 -267
2039 2033 688
4898 8144 589
4637 2326 -929
1612 3617 -406
5014 531 -576
129 1229 -596
4617 1119 -758
1725 2539 -576
682 723 610
3942 1903 -737
1956 1548 366
2174 1707 -472
6897 2326 34
8082 561 -628
5192 5944 -32
3 1650 -447
3517 2424 -947
5966 6459 533
81 3059 -242
7312 4320 451
2731 5068 -535
7723 172 -522
2391 6022 -51
7245 3521 -343
1016 3583 766
4068 2453 -18
1160 2310 -199
4876 7337 469
7114 2495 -39
7437 1039 134
3664 2044 557
1043 5490 -616
6789 148 -105
1312 4803 -727
5977 3341 -36
1876 6977 609
1327 3531 236
5935 6527 4
4036 3780 987
2146 4153 -460
3586 5134 -744
1114 3302 -932
3282 2184 879
3202 8149 -91
6036 7469 -603
2961 8035 -489
2417 1724 -397
7721 1051 24
5550 1808 -253
5403 4858 855
2272 190 -683
720 2269 326
6902 5993 722
4303 6825 904
6711 941 -544
5379 7221 -683
602 2477 -465
6507 1914 859
5096 8196 -238
7841 6965 -573
6412 8010 497
2473 2613 -282
5134 913 109
1399 2778 -602
5409 4618 647
6283 3616 164
2433 1529 -325
8033 6167 -739
4820 7595 -812
5263 6579 450
5051 3880 321
5799 6178 -479
950 2567 -313
5585 5061 469
2379 6232 905
7874 5067 -594
476 4006 -963
5122 4070 -931
8262 2872 190
8097 8145 495
3053 7305 -403
6147 5441 968
4536 6296 -474
7636 6342 -763
8041 1671 -266
3621 7247 886
2795 6686 969
4717 340 487
92 8283 946
2422 7454 -728
68 308 -522
6052 3032 213
297 1596 543
8171 4182 -559
4834 967 -84
5815 2433 -446
4608 4982 -899
5069 769 -694
4677 2515 -211
4491 4244 681
1213 2292 -16
7085 5023 455
3868 4513 42
697 7499 678
3311 2793 -201
5357 6636 891
7599 368 384
8050 8183 239
1035 5794 -618
788 403 736
7592 7039 395
1821 3908 -86
3669 2828 932
6291 4357 297
835 4826 -649
1875 6182 -979
2133 6258 298
3443 3364 -559
4594 1008 -385
3872 4359 -857
6539 7728 -921
4152 5590 688
8158 3720 37
875 1092 151
5826 1984 367
2784 7025 902
1155 2804 231
3681 3253 -180
840 1177 101
1866 1464 332
5574 2228 -235
6268 4363 767
1269 4127 -62
157 4241 -396
6470 5994 161
8131 4802 270
108 1230 165
5937 4384 -552
4971 5163 -927
6936 4411 697
1254 6182 339
3785 8046 382
5670 7244 -572
2368 6624 90
427 1500 -752
5011 3807 -412
7453 2524 955
1907 3119 190
3845 1983 -361
1424 4344 -886
7361 8099 -39
1007 1280 -4
2478 2400 756
1321 515 -155
5100 7067 455
5419 1181 979
5000 7333 -831
6734 7305 -133
6464 7169 -846
4318 2361 437
401 984 -698
86 1481 -423
7679 4699 -412
5366 482 -574
2612 6428 -271
8084 3545 500
3538 946 829
6424 5167 565
5271 3423 703
4415 150 13
1067 3596 159
5956 4319 772
7071 5289 286
2736 3904 549
926 1093 -48
2827 4311 998
856 2801 -228
3382 6870 415
1895 2849 489
7375 1879 698
7747 6578 444
5246 6601 367
7583 5362 677
7124 182 896
3160 6969 -196
799 3748 -715
8105 2671 -527
5164 32 -154
7201 4875 -584
5670 1908 236
7121 3908 -77
3444 3150 675
8298 1896 -261
4719 1038 255
7927 451 865
3454 5908 575
6305 7640 -211
3925 6226 249
2662 3179 889
5901 1023 -898
2248 1094 211
1647 6171 -975
4706 4984 -721
2064 2640 10
3913 6079 -789
3364 3316 -181
5801 6773 -395
3900 1684 -656
4108 5810 -584
3316 2097 773
2357 1488 -549
6898 5658 -633
5903 4331 776
858 2602 -435
5169 6126 -151
7941 7574 -705
1366 2457 -865
6144 5514 -525
3857 4552 731
5020 3661 -128
7975 4979 733
7488 3479 136
7574 3443 -619
6612 2203 724
3828 295 -667
5933 5166 -159
4460 3046 -849
4779 4162 282
7482 1465 -90
893 254 410
5029 1175 901
3322 5513 222
6146 7325 99
3841 6581 -39
3630 7845 721
2587 3704 -194
4336 1472 -515
3474 5983 -953
4337 403 -618
3369 2855 833
6042 7632 -574
2183 7759 -994
4076 3699 -582
3499 4978 -755
6912 6193 508
4760 2129 939
6182 2775 -94
7556 3278 545
1804 1710 986
2620 7719 845
1513 7240 292
3585 517 -50
4299 6222 -55
7020 3980 -451
7620 1668 -232
7165 5474 -58
6603 3821 178
6983 2205 258
2944 7193 745
2247 7680 -368
6744 4265 -365
8065 3298 -922
2365 3301 -747
7797 6587 624
4288 3568 -816
290 8154 621
3767 7122 491
6551 1565 -976
4806 693 -146
937 8093 -998
3146 7214 -342
550 143 823
7030 4497 -590
1272 5023 -80
2838 5036 979
782 3333 -34
616 793 -68
802 6417 -921
4134 6588 -127
539 6578 -107
2243 286 410
225 7234 341
5303 1271 198
2816 6494 641
8104 2631 849
6518 5563 135
6837 3574 241
2884 6543 -606
3174 6425 -970
8092 4780 957
8236 7217 853
6713 5499 272
5903 259 178
8174 7532 -843
6696 3574 -310
2920 1798 428
6845 3236 -730
6233 2687 384
8096 7826 258
6586 6042 -293
359 6103 139
1174 5944 648
259 8174 526
2574 2823 -175
5356 4187 -594
1647 2077 -923
543 7657 981
2184 3357 -239
6443 7840 268
4939 7305 881
679 604 -893
3719 3237 -198
3198 3358 495
1041 5059 -138
7703 8014 -412
2047 4453 -170
1677 8117 -680
5957 3194 -489
3231 6813 -299
6799 726 -356
6014 5419 -469
6674 1456 423
1680 4898 -264
5450 4674 -629
4090 951 799
1044 6071 176
5049 1481 -649
7861 5674 -305
5069 5106 -355
2486 6001 709
6435 4723 -653
8097 4409 -860
7541 5557 312
6895 174 -636
7927 8238 515
4268 4144 -193
8052 7610 -572
4535 3833 -952
6451 3371 9
4349 5068 355
43 4216 830
149 4509 -44
4805 3102 -134
3996 6067 -610
1689 570 381
3278 5072 968
7657 3028 626
849 8289 -581
5203 4738 599
6563 6275 587
7186 125 -58
1799 1277 -211
3912 7981 65
7003 7973 -120
4850 8161 -842
5064 1060 766
6160 4069 405
7853 3970 -976
7811 5005 600
3135 1989 -299
3213 4720 -335
4767 6732 380
6844 7653 771
542 6141 -724
4625 4279 -389
2818 51 290
3165 6334 100
1865 61 545
6333 909 258
1468 3610 -61
4107 3519 1000
4983 1578 674
4156 205 -146
343 6797 122
8186 6169 -794
6251 4347 206
2980 4613 224
7065 7722 57
5025 4079 334
1666 2872 348
1041 1895 276
5193 3079 -753
3740 5452 560
4093 924 468
2062 6924 733
7690 3566 -500
7044 318 -954
3335 3652 -27
3773 496 -761
7711 7773 -649
1800 5516 -411
3788 7064 608
1980 2714 527
1916 6141 -295
3680 452 252
445 3226 -898
3014 7408 -583
5660 5317 250
1962 5863 935
2122 7021 788
3563 1485 -167
257 1727 -78
4391 3552 -828
523 8131 699
4454 7303 429
1031 551 657
88 7876 -989
291 7302 -703
1085 4847 3
5796 2041 -512
1255 7691 -259
7043 7026 884
1176 5559 -846
1129 2103 -314
7933 7212 -947
127 6058 508
5176 7638 261
2686 4443 -930
6203 5419 -433
3702 628 -264
1662 4877 -907
